id,name.local,name.en,name.slug,code.id,children_count.payam,geo.lat,geo.lon
SS0101,Juba,Juba,juba,SS0101,17,4.711,31.343
SS0102,Kajo-keji,Kajo-keji,kajo-keji,SS0102,5,3.883,31.45
SS0103,Lainya,Lainya,lainya,SS0103,5,4.203,30.836
SS0104,Morobo,Morobo,morobo,SS0104,5,3.718,30.828
SS0105,Terekeka,Terekeka,terekeka,SS0105,9,5.687,31.209
SS0106,Yei,Yei,yei,SS0106,5,4.243,30.363
