id,name.local,name.en,name.slug,code.id,children_count.payam,geo.lat,geo.lon
SS0201,Budi,Budi,budi,SS0201,8,4.372,33.469
SS0202,Ikotos,Ikotos,ikotos,SS0202,6,4.082,33.185
SS0203,Kapoeta East,Kapoeta East,kapoeta-east,SS0203,7,5.094,34.789
SS0204,Kapoeta North,Kapoeta North,kapoeta-north,SS0204,6,5.308,33.456
SS0205,Kapoeta South,Kapoeta South,kapoeta-south,SS0205,5,4.545,33.681
SS0206,Lafon,Lafon,lafon,SS0206,8,5.157,32.705
SS0207,Magwi,Magwi,magwi,SS0207,6,3.937,32.304
SS0208,Torit,Torit,torit,SS0208,7,4.383,32.53
