id,name.local,name.en,name.slug,code.id,children_count.payam,geo.lat,geo.lon
SS0801,Gogrial East,Gogrial East,gogrial-east,SS0801,6,8.516,28.659
SS0802,Gogrial West,Gogrial West,gogrial-west,SS0802,9,8.576,28.161
SS0803,Tonj East,Tonj East,tonj-east,SS0803,11,7.837,29.252
SS0804,Tonj North,Tonj North,tonj-north,SS0804,10,8.246,28.924
SS0805,Tonj South,Tonj South,tonj-south,SS0805,5,7.089,28.763
SS0806,Twic,Twic,twic,SS0806,6,9.063,28.374
