id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
SS060601,Bieh,Bieh,bieh,SS060601,9.168,28.765
SS060602,Kuerbuone,Kuerbuone,kuerbuone,SS060602,9.152,29.283
SS060603,Kueryiek,Kueryiek,kueryiek,SS060603,9.171,28.838
SS060604,Mankien,Mankien,mankien,SS060604,9.048,29.066
SS060605,Ngop 2,Ngop 2,ngop-2,SS060605,9.139,28.958
SS060606,Pup,Pup,pup,SS060606,9.281,29.057
SS060607,Riak,Riak,riak,SS060607,8.88,29.36
SS060608,Ruathnyibuol,Ruathnyibuol,ruathnyibuol,SS060608,9.073,28.931
SS060610,Wangbuor I,Wangbuor I,wangbuor-i,SS060610,8.893,29.176
SS060609,Wangbuor II,Wangbuor II,wangbuor-ii,SS060609,8.825,29.572
SS060611,Wangbuor III,Wangbuor III,wangbuor-iii,SS060611,9.201,29.273
SS060612,Wangkei,Wangkei,wangkei,SS060612,9.049,29.382
