id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
SS100101,Andari,Andari,andari,SS100101,4.952,27.715
SS100102,Bagidi,Bagidi,bagidi,SS100102,5.27,27.69
SS100103,Bariguna,Bariguna,bariguna,SS100103,5.249,27.411
SS100104,Ezo Centre,Ezo Centre,ezo-centre,SS100104,5.016,27.553
SS100105,Naandi,Naandi,naandi,SS100105,4.893,27.95
SS100106,Yangiri,Yangiri,yangiri,SS100106,5.744,28.066
